chr	start	end	strand	manual_assessment	previously_annotated	recount3_score	intropolis_score	repeat_overlap	antisense_overlap	intron_length	prediction_recount3	prediction_intropolis
6	151185233	151224589	-1	Yes	no	84	2	No_overlap	no	39357	ACCEPTED	ACCEPTED
1	8095465	8113340	-1	Yes	no	84	0	No_overlap	no	17876	ACCEPTED	REJECTED
9	13569143	13601577	-1	Yes	no	84	0	No_overlap	no	32435	ACCEPTED	REJECTED
5	61669554	61677622	-1	Yes	no	84	0	LTRs	no	8069	ACCEPTED	REJECTED
7	144195890	144239274	1	Yes	no	84	0	No_overlap	no	43385	ACCEPTED	REJECTED
3	194686090	194688037	-1	No	no	84	0	No_overlap	yes	1948	REJECTED	REJECTED
11	114036173	114036661	1	Yes	no	84	0	No_overlap	no	489	ACCEPTED	REJECTED
X	69128603	69129606	1	Yes	no	84	0	No_overlap	no	1004	ACCEPTED	REJECTED
2	19469081	19469647	1	Yes	no	84	6	Type_I_Transposons/LINE,LTRs	no	567	ACCEPTED	ACCEPTED
6	158873622	158948045	1	Yes	no	84	0	Type_I_Transposons/SINE	no	74424	REJECTED	REJECTED
5	174419359	174419512	-1	Yes	no	85	0	No_overlap	no	154	ACCEPTED	REJECTED
11	71785691	71787274	-1	Yes	no	85	4	No_overlap	no	1584	ACCEPTED	ACCEPTED
14	103847744	103879403	1	Yes	no	85	0	No_overlap	no	31660	ACCEPTED	REJECTED
9	90907401	90921201	-1	Yes	no	85	6	No_overlap	no	13801	ACCEPTED	ACCEPTED
13	78570960	78590715	-1	Yes	no	85	0	No_overlap	no	19756	ACCEPTED	REJECTED
8	126481918	126482648	1	Yes	no	85	4	Type_I_Transposons/LINE	no	731	ACCEPTED	ACCEPTED
12	115214042	115224096	1	Yes	no	85	4	No_overlap	no	10055	ACCEPTED	ACCEPTED
9	39808762	39809134	-1	Yes	no	85	0	No_overlap	no	373	ACCEPTED	REJECTED
18	63090438	63128018	1	Yes	no	85	0	No_overlap	yes	37581	REJECTED	REJECTED
5	89072107	89072993	1	Yes	yes	85	4	No_overlap	no	887	ACCEPTED	ACCEPTED
8	92629568	92678808	1	Yes	no	86	6	LTRs	no	49241	ACCEPTED	ACCEPTED
2	200088422	200090263	-1	Yes	no	86	0	Type_I_Transposons/SINE	no	1842	REJECTED	REJECTED
5	177892537	177893972	-1	Yes	no	86	0	LTRs	no	1436	ACCEPTED	REJECTED
17	72431225	72519443	-1	Yes	no	86	13	No_overlap	no	88219	ACCEPTED	ACCEPTED
12	25386074	25386566	1	Yes	no	86	0	No_overlap	yes	493	REJECTED	REJECTED
10	83374563	83375941	-1	Yes	no	86	7	Type_I_Transposons/LINE	no	1379	ACCEPTED	ACCEPTED
11	103800535	103830772	1	Yes	no	86	0	LTRs	no	30238	ACCEPTED	REJECTED
8	34752298	34784527	-1	Yes	no	86	0	Type_I_Transposons/SINE	no	32230	REJECTED	REJECTED
7	20219755	20221342	1	Yes	no	86	2	No_overlap	no	1588	ACCEPTED	ACCEPTED
3	10865873	10877353	-1	Yes	no	86	0	Type_I_Transposons/SINE,LTRs	no	11481	REJECTED	REJECTED
5	17360129	17375457	-1	Yes	no	87	0	LTRs	no	15329	ACCEPTED	REJECTED
1	201028902	201030146	1	Yes	no	87	0	Type_I_Transposons/SINE	no	1245	REJECTED	REJECTED
12	45656814	45726856	-1	Yes	no	87	18	Type_I_Transposons/SINE	no	70043	REJECTED	REJECTED
3	167838065	167853608	-1	Yes	no	87	5	No_overlap	no	15544	ACCEPTED	ACCEPTED
11	58959444	59044019	-1	Yes	no	87	0	Type_I_Transposons/SINE,LTRs	no	84576	REJECTED	REJECTED
21	9998049	10042193	-1	Yes	no	87	0	No_overlap	no	44145	ACCEPTED	REJECTED
9	67857550	67857651	-1	Yes	no	87	0	No_overlap	no	102	ACCEPTED	REJECTED
8	12161359	12167379	-1	Yes	no	87	0	No_overlap	no	6021	ACCEPTED	REJECTED
6	2617325	2618223	1	Yes	no	87	3	Type_I_Transposons/LINE	no	899	ACCEPTED	ACCEPTED
7	17286517	17288366	-1	Yes	no	87	0	No_overlap	no	1850	ACCEPTED	REJECTED
16	33314942	33315138	-1	Yes	no	88	0	No_overlap	no	197	ACCEPTED	REJECTED
15	75368132	75368426	1	Yes	no	88	3	No_overlap	yes	295	REJECTED	REJECTED
19	9819021	9820142	1	Yes	no	88	0	No_overlap	yes	1122	REJECTED	REJECTED
14	106410795	106417460	-1	Yes	no	88	0	Tandem_repeats	no	6666	REJECTED	REJECTED
5	124297021	124386228	-1	Yes	no	88	4	Type_I_Transposons/LINE,LTRs	no	89208	ACCEPTED	ACCEPTED
3	176916689	176940161	-1	Yes	no	88	0	Type_I_Transposons/SINE,LTRs	no	23473	REJECTED	REJECTED
3	125909440	125909795	1	Yes	no	88	7	No_overlap	no	356	ACCEPTED	ACCEPTED
12	42892599	42967121	1	Yes	no	88	18	No_overlap	no	74523	ACCEPTED	ACCEPTED
8	129451823	129452746	1	Yes	no	88	6	Type_I_Transposons/LINE	no	924	ACCEPTED	ACCEPTED
3	191069489	191088138	1	Yes	no	88	0	LTRs	no	18650	ACCEPTED	REJECTED
22	22403449	22408814	-1	Yes	no	89	0	No_overlap	no	5366	ACCEPTED	REJECTED
X	115317316	115336311	1	Yes	no	89	0	LTRs	no	18996	ACCEPTED	REJECTED
2	57706566	57712966	1	Yes	no	89	0	No_overlap	no	6401	ACCEPTED	REJECTED
4	184185016	184274008	1	Yes	no	89	12	Type_I_Transposons/LINE	no	88993	ACCEPTED	ACCEPTED
2	36242278	36248226	-1	Yes	no	89	90	No_overlap	no	5949	ACCEPTED	ACCEPTED
10	107914346	107915164	1	Yes	no	89	7	No_overlap	no	819	REJECTED	REJECTED
1	41242707	41330865	1	Yes	no	89	5	No_overlap	no	88159	ACCEPTED	ACCEPTED
12	27289668	27327796	-1	Yes	no	89	3	No_overlap	no	38129	ACCEPTED	ACCEPTED
8	104077395	104082026	-1	Yes	no	89	0	No_overlap	yes	4632	REJECTED	REJECTED
4	183031205	183031383	-1	Yes	no	89	2	LTRs	no	179	ACCEPTED	ACCEPTED
4	9684707	9690257	-1	Yes	no	90	0	Type_I_Transposons/SINE	no	5551	REJECTED	REJECTED
13	111754059	111754167	1	Yes	no	90	0	No_overlap	no	109	ACCEPTED	REJECTED
15	82711433	82715350	-1	Yes	no	90	11	No_overlap	no	3918	ACCEPTED	ACCEPTED
18	37566390	37613054	1	Yes	yes	90	7	No_overlap	no	46665	ACCEPTED	ACCEPTED
5	66426468	66440146	-1	Yes	no	90	4	Type_I_Transposons/LINE,LTRs	no	13679	ACCEPTED	ACCEPTED
22	46012254	46013083	-1	Yes	no	90	0	No_overlap	no	830	ACCEPTED	REJECTED
1	154157470	154183029	1	Yes	no	90	0	No_overlap	yes	25560	REJECTED	REJECTED
18	6462513	6462749	-1	Yes	no	90	0	No_overlap	no	237	ACCEPTED	REJECTED
11	32448231	32452020	1	Yes	no	90	4	LTRs	no	3790	ACCEPTED	ACCEPTED
14	38908118	38919238	1	Yes	no	90	0	No_overlap	no	11121	ACCEPTED	REJECTED
4	38728015	38738924	1	Yes	no	91	4	No_overlap	no	10910	ACCEPTED	ACCEPTED
22	23640424	23641402	-1	Yes	no	91	0	Type_I_Transposons/LINE	no	979	ACCEPTED	REJECTED
4	123829188	123924072	1	Yes	no	91	11	No_overlap	no	94885	ACCEPTED	ACCEPTED
2	45193872	45221277	1	Yes	no	91	0	No_overlap	no	27406	ACCEPTED	REJECTED
2	183608343	183608929	1	Yes	no	91	0	Type_II_Transposons	no	587	ACCEPTED	REJECTED
5	52450106	52454440	1	Yes	no	91	17	Type_I_Transposons/LINE	no	4335	ACCEPTED	ACCEPTED
15	36886516	36886822	-1	Yes	no	91	0	No_overlap	no	307	ACCEPTED	REJECTED
2	62612392	62662607	-1	Yes	yes	91	9	Type_II_Transposons	no	50216	ACCEPTED	ACCEPTED
15	46308271	46317163	-1	Yes	no	91	0	No_overlap	no	8893	ACCEPTED	REJECTED
6	111231547	111258929	-1	Yes	no	91	0	Type_I_Transposons/SINE,Type_II_Transposons	no	27383	REJECTED	REJECTED
6	24976488	24986577	1	Yes	no	92	0	Type_I_Transposons/LINE	no	10090	ACCEPTED	REJECTED
22	25435493	25441712	-1	Yes	no	92	0	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	6220	REJECTED	REJECTED
18	64149471	64153158	-1	Yes	no	92	0	Type_II_Transposons,Type_I_Transposons/LINE	no	3688	ACCEPTED	REJECTED
9	43074987	43125879	-1	Yes	no	92	0	No_overlap	no	50893	ACCEPTED	REJECTED
10	83719714	83759546	-1	Yes	no	92	0	LTRs	no	39833	ACCEPTED	REJECTED
7	63207378	63209223	1	Yes	no	92	0	LTRs	no	1846	ACCEPTED	REJECTED
X	130166317	130170334	1	Yes	no	92	10	No_overlap	no	4018	ACCEPTED	ACCEPTED
5	148837154	148877511	1	Yes	no	92	0	Type_I_Transposons/LINE,LTRs	no	40358	ACCEPTED	REJECTED
14	105626066	105628613	-1	Yes	no	92	165	No_overlap	no	2548	REJECTED	REJECTED
1	12618596	12618664	1	No	no	92	0	No_overlap	no	69	ACCEPTED	REJECTED
21	27955024	27977908	1	Yes	yes	93	0	Type_I_Transposons/SINE	no	22885	REJECTED	REJECTED
17	20530281	20530862	-1	Yes	no	93	12	Type_I_Transposons/SINE,LTRs	no	582	REJECTED	REJECTED
2	25001662	25003984	1	Yes	yes	93	0	LTRs	no	2323	ACCEPTED	REJECTED
11	16974912	16974981	1	No	no	93	0	No_overlap	yes	70	REJECTED	REJECTED
22	34760488	34761295	-1	Yes	no	93	5	LTRs	no	808	ACCEPTED	ACCEPTED
11	128290579	128293111	1	Yes	no	93	5	No_overlap	no	2533	ACCEPTED	ACCEPTED
18	37567015	37637337	1	Yes	no	93	18	No_overlap	no	70323	ACCEPTED	ACCEPTED
1	196063289	196065101	-1	Yes	yes	93	2	No_overlap	no	1813	ACCEPTED	ACCEPTED
17	14845006	14846016	-1	Yes	no	93	4	LTRs	no	1011	ACCEPTED	ACCEPTED
6	40902699	40919373	-1	Yes	no	93	0	Type_I_Transposons/SINE	no	16675	REJECTED	REJECTED
6	135252730	135253502	-1	Yes	no	94	0	No_overlap	no	773	REJECTED	REJECTED
10	131088128	131088601	-1	Yes	no	94	4	No_overlap	no	474	ACCEPTED	ACCEPTED
11	3384285	3401799	1	Yes	no	94	15	No_overlap	no	17515	ACCEPTED	ACCEPTED
3	86999761	87002556	1	Yes	no	94	0	No_overlap	no	2796	ACCEPTED	REJECTED
10	25932354	25933553	-1	Yes	no	94	0	Type_II_Transposons	no	1200	ACCEPTED	REJECTED
1	227509738	227509876	-1	Yes	no	94	14	No_overlap	no	139	ACCEPTED	ACCEPTED
8	12437589	12438291	1	Yes	no	94	0	Type_I_Transposons/LINE	no	703	ACCEPTED	REJECTED
11	71705446	71802857	-1	Yes	no	94	7	LTRs	no	97412	ACCEPTED	ACCEPTED
1	87958483	87959750	1	Yes	no	94	0	No_overlap	no	1268	ACCEPTED	REJECTED
19	48286520	48287537	-1	Yes	no	94	5	No_overlap	yes	1018	REJECTED	REJECTED
13	100064340	100088632	-1	Yes	no	95	6	No_overlap	no	24293	ACCEPTED	ACCEPTED
10	43706937	43707882	1	Yes	no	95	0	Type_I_Transposons/SINE	no	946	REJECTED	REJECTED
11	33809967	33810392	1	Yes	no	95	5	No_overlap	no	426	ACCEPTED	ACCEPTED
Y	8693396	8693757	-1	Yes	no	95	0	No_overlap	yes	362	REJECTED	REJECTED
2	41947572	41947786	-1	Yes	no	95	0	Type_I_Transposons/LINE	no	215	ACCEPTED	REJECTED
3	2097959	2099653	-1	Yes	no	95	0	No_overlap	yes	1695	REJECTED	REJECTED
20	64140397	64140496	-1	Yes	no	95	0	No_overlap	no	100	ACCEPTED	REJECTED
1	211607227	211609472	-1	Yes	no	95	0	No_overlap	no	2246	ACCEPTED	REJECTED
6	4186770	4188692	-1	Yes	no	95	0	Type_I_Transposons/SINE	no	1923	REJECTED	REJECTED
6	52806691	52815400	1	Yes	no	95	0	No_overlap	yes	8710	REJECTED	REJECTED
10	119686905	119687530	1	Yes	no	96	0	Type_I_Transposons/LINE	no	626	ACCEPTED	REJECTED
16	35452181	35452748	1	Yes	no	96	0	No_overlap	no	568	ACCEPTED	REJECTED
2	42101098	42102337	1	Yes	no	96	0	No_overlap	no	1240	ACCEPTED	REJECTED
10	70968515	70968939	1	Yes	no	96	10	No_overlap	no	425	ACCEPTED	ACCEPTED
8	142560688	142566496	-1	No	no	96	0	Tandem_repeats	no	5809	REJECTED	REJECTED
15	32350094	32358551	-1	Yes	no	96	0	No_overlap	no	8458	ACCEPTED	REJECTED
12	54419954	54497521	1	Yes	no	96	0	No_overlap	no	77568	ACCEPTED	REJECTED
8	107166301	107240602	-1	Yes	no	96	3	Tandem_repeats	yes	74302	REJECTED	REJECTED
22	21118950	21121938	1	Yes	no	96	0	No_overlap	no	2989	ACCEPTED	REJECTED
2	113596561	113596724	1	No	no	96	0	No_overlap	no	164	ACCEPTED	REJECTED
15	98084356	98085621	-1	Yes	no	97	9	No_overlap	no	1266	ACCEPTED	ACCEPTED
4	4042150	4091412	1	Yes	no	97	0	Type_I_Transposons/SINE,LTRs	no	49263	REJECTED	REJECTED
16	18570948	18571605	-1	Yes	no	97	0	No_overlap	no	658	ACCEPTED	REJECTED
10	4656321	4661698	1	Yes	no	97	6	No_overlap	no	5378	ACCEPTED	ACCEPTED
19	23957860	23974293	-1	Yes	no	97	2	Satellite_repeats	no	16434	ACCEPTED	ACCEPTED
2	223604730	223612996	1	Yes	no	97	0	Type_I_Transposons/SINE	no	8267	REJECTED	REJECTED
16	16208278	16219531	1	Yes	no	97	0	No_overlap	no	11254	ACCEPTED	REJECTED
12	8234426	8235682	-1	Yes	no	97	0	No_overlap	yes	1257	REJECTED	REJECTED
10	8573401	8657147	-1	Yes	no	97	0	Type_I_Transposons/LINE	no	83747	ACCEPTED	REJECTED
2	27752955	27753226	1	Yes	no	97	0	Type_I_Transposons/SINE	no	272	REJECTED	REJECTED
16	76107095	76108150	-1	Yes	no	98	8	No_overlap	no	1056	ACCEPTED	ACCEPTED
11	21619493	21622158	-1	Yes	no	98	3	Type_I_Transposons/SINE,Type_I_Transposons/LINE	no	2666	REJECTED	REJECTED
15	33195232	33199241	1	Yes	no	98	0	LTRs	no	4010	ACCEPTED	REJECTED
17	68793386	68793579	-1	Yes	no	98	0	No_overlap	no	194	ACCEPTED	REJECTED
16	52058429	52084083	-1	Yes	no	98	0	No_overlap	no	25655	ACCEPTED	REJECTED
8	119872524	119873135	-1	Yes	yes	98	0	No_overlap	no	612	ACCEPTED	REJECTED
2	17804955	17845886	-1	Yes	no	98	0	No_overlap	no	40932	ACCEPTED	REJECTED
1	89354574	89354697	1	Yes	no	98	0	Tandem_repeats,LTRs	no	124	REJECTED	REJECTED
10	11669549	11699744	-1	Yes	no	98	2	No_overlap	no	30196	ACCEPTED	ACCEPTED
2	24971512	24995269	1	Yes	no	98	4	Type_I_Transposons/SINE	no	23758	REJECTED	REJECTED
10	63980436	64034984	-1	Yes	no	99	28	LTRs	no	54549	ACCEPTED	ACCEPTED
10	52210800	52293914	-1	Yes	no	99	11	Type_I_Transposons/LINE	no	83115	ACCEPTED	ACCEPTED
2	112692187	112692470	-1	Yes	no	99	4	No_overlap	no	284	ACCEPTED	ACCEPTED
6	1001251	1004052	-1	Yes	no	99	0	No_overlap	no	2802	ACCEPTED	REJECTED
3	56349	56747	-1	Yes	no	99	0	No_overlap	no	399	ACCEPTED	REJECTED
9	43102117	43118280	-1	Yes	no	99	0	Type_I_Transposons/LINE	no	16164	ACCEPTED	REJECTED
8	8228701	8244098	1	Yes	no	99	8	LTRs	no	15398	ACCEPTED	ACCEPTED
4	10117115	10118716	1	Yes	no	99	3	Type_I_Transposons/LINE	no	1602	ACCEPTED	ACCEPTED
12	28760371	28776357	1	Yes	no	99	0	Type_I_Transposons/LINE	no	15987	ACCEPTED	REJECTED
4	183093807	183097632	1	Yes	no	99	0	No_overlap	yes	3826	REJECTED	REJECTED
10	1940312	1942487	1	Yes	no	100	5	No_overlap	no	2176	ACCEPTED	ACCEPTED
15	74479279	74513774	1	Yes	no	100	3	Type_I_Transposons/SINE,Tandem_repeats,LTRs	no	34496	REJECTED	REJECTED
3	150854809	150869737	1	Yes	no	100	0	LTRs	no	14929	ACCEPTED	REJECTED
6	155866771	155869548	1	Yes	no	100	2	LTRs	no	2778	ACCEPTED	ACCEPTED
6	750756	809195	1	Yes	no	100	0	Type_I_Transposons/SINE	no	58440	REJECTED	REJECTED
10	22256019	22278790	-1	Yes	no	100	0	No_overlap	no	22772	ACCEPTED	REJECTED
10	6382533	6446783	1	Yes	no	100	6	No_overlap	yes	64251	REJECTED	REJECTED
7	40991989	40993381	-1	Yes	no	100	9	LTRs	no	1393	ACCEPTED	ACCEPTED
10	128499025	128538198	1	Yes	no	100	8	No_overlap	no	39174	ACCEPTED	ACCEPTED
12	116358600	116358795	-1	Yes	no	100	4	No_overlap	no	196	ACCEPTED	ACCEPTED
10	3499235	3515496	-1	Yes	no	101	0	Type_I_Transposons/LINE	no	16262	ACCEPTED	REJECTED
9	125242376	125243158	1	Yes	no	101	0	Type_I_Transposons/SINE	no	783	REJECTED	REJECTED
10	4151734	4154523	1	Yes	no	101	22	No_overlap	no	2790	ACCEPTED	ACCEPTED
6	84441965	84453266	1	Yes	no	101	0	No_overlap	no	11302	ACCEPTED	REJECTED
2	34092518	34092968	1	Yes	no	101	0	Type_I_Transposons/LINE	no	451	ACCEPTED	REJECTED
4	155751418	155758739	-1	Yes	no	101	2	No_overlap	no	7322	ACCEPTED	ACCEPTED
4	124087854	124089397	1	Yes	no	101	0	No_overlap	no	1544	ACCEPTED	REJECTED
7	525833	526032	1	Yes	no	101	0	No_overlap	no	200	ACCEPTED	REJECTED
10	87213790	87214942	1	Yes	no	101	0	Type_I_Transposons/SINE,Tandem_repeats	yes	1153	REJECTED	REJECTED
20	40980922	40983935	1	Yes	no	101	0	Type_I_Transposons/LINE	no	3014	ACCEPTED	REJECTED
21	26413267	26417942	1	Yes	no	102	0	Type_I_Transposons/LINE	no	4676	ACCEPTED	REJECTED
1	4416549	4417820	1	Yes	yes	102	2	No_overlap	no	1272	ACCEPTED	ACCEPTED
2	104772494	104797081	-1	Yes	no	102	0	No_overlap	no	24588	ACCEPTED	REJECTED
17	352911	355538	1	Yes	no	102	0	LTRs	yes	2628	REJECTED	REJECTED
3	179525111	179545463	1	Yes	no	102	25	LTRs	no	20353	ACCEPTED	ACCEPTED
6	29023387	29028462	-1	Yes	no	102	0	Type_I_Transposons/SINE	no	5076	REJECTED	REJECTED
7	77534511	77536613	-1	Yes	no	102	0	Unknown	no	2103	ACCEPTED	REJECTED
9	42843550	42845274	-1	Yes	no	102	0	No_overlap	no	1725	ACCEPTED	REJECTED
1	110492885	110495082	1	Yes	no	102	0	No_overlap	no	2198	ACCEPTED	REJECTED
11	115758907	115759765	-1	Yes	no	102	0	No_overlap	no	859	ACCEPTED	REJECTED
6	37785325	37794632	1	Yes	no	103	0	LTRs	no	9308	ACCEPTED	REJECTED
18	64148933	64153158	-1	Yes	no	103	0	Type_I_Transposons/LINE	no	4226	ACCEPTED	REJECTED
9	13497718	13501099	1	Yes	no	103	0	Type_I_Transposons/LINE	no	3382	ACCEPTED	REJECTED
1	164903343	164909962	-1	Yes	yes	103	0	LTRs	no	6620	ACCEPTED	REJECTED
11	21734671	21752514	-1	Yes	no	103	0	LTRs	no	17844	ACCEPTED	REJECTED
6	43991495	43992593	-1	Yes	no	103	5	Type_I_Transposons/SINE	no	1099	REJECTED	REJECTED
13	105228464	105233247	1	Yes	no	103	5	No_overlap	no	4784	ACCEPTED	ACCEPTED
7	142796408	142801040	1	No	no	103	0	No_overlap	no	4633	ACCEPTED	REJECTED
4	10064095	10072751	1	Yes	no	103	0	No_overlap	yes	8657	REJECTED	REJECTED
1	180537284	180566171	-1	Yes	no	103	3	No_overlap	yes	28888	REJECTED	REJECTED
2	126333518	126343761	1	Yes	no	104	2	LTRs	no	10244	ACCEPTED	ACCEPTED
14	97006168	97007560	-1	Yes	no	104	0	No_overlap	no	1393	ACCEPTED	REJECTED
4	152025403	152026300	1	Yes	no	104	0	No_overlap	no	898	ACCEPTED	REJECTED
1	238000516	238006206	1	Yes	no	104	0	Type_I_Transposons/LINE	no	5691	ACCEPTED	REJECTED
6	22352652	22400585	1	Yes	no	104	7	Type_II_Transposons	no	47934	ACCEPTED	ACCEPTED
22	35838428	35838470	1	No	no	104	0	No_overlap	no	43	REJECTED	REJECTED
19	11689586	11694798	-1	No	no	104	10	Type_I_Transposons/SINE	no	5213	REJECTED	REJECTED
12	127334157	127342892	-1	Yes	no	104	0	No_overlap	no	8736	ACCEPTED	REJECTED
14	64509364	64518356	-1	Yes	no	104	0	Type_I_Transposons/SINE	no	8993	REJECTED	REJECTED
2	38131615	38202489	1	Yes	no	104	7	No_overlap	no	70875	ACCEPTED	ACCEPTED
8	111116601	111228414	-1	Yes	no	105	11	LTRs	no	111814	ACCEPTED	ACCEPTED
7	67255184	67264048	-1	Yes	yes	105	0	Type_I_Transposons/LINE	no	8865	ACCEPTED	REJECTED
11	320008	320592	1	No	no	105	0	No_overlap	yes	585	REJECTED	REJECTED
5	126272822	126279730	-1	Yes	no	105	0	No_overlap	no	6909	ACCEPTED	REJECTED
1	96678936	96678982	-1	No	no	105	0	No_overlap	no	47	REJECTED	REJECTED
22	21103227	21117123	1	Yes	no	105	9	No_overlap	no	13897	ACCEPTED	ACCEPTED
2	60250593	60268066	-1	Yes	no	105	3	Type_I_Transposons/SINE,LTRs	no	17474	REJECTED	REJECTED
11	121334525	121368648	-1	Yes	no	105	5	No_overlap	no	34124	ACCEPTED	ACCEPTED
5	5556716	5560528	-1	Yes	no	105	10	No_overlap	no	3813	ACCEPTED	ACCEPTED
2	232998302	233012754	1	Yes	no	105	9	Type_II_Transposons,Type_I_Transposons/SINE	no	14453	REJECTED	REJECTED
9	85090129	85113704	-1	Yes	no	106	3	No_overlap	no	23576	ACCEPTED	ACCEPTED
3	195711301	195711466	1	No	no	106	151	Tandem_repeats	no	166	REJECTED	REJECTED
2	35163073	35172791	1	Yes	no	106	0	No_overlap	no	9719	ACCEPTED	REJECTED
12	98317984	98318093	-1	Yes	no	106	0	No_overlap	yes	110	REJECTED	REJECTED
19	32391431	32405517	-1	Yes	no	106	0	Type_I_Transposons/SINE	no	14087	REJECTED	REJECTED
16	72427458	72427628	-1	Yes	no	106	0	No_overlap	yes	171	REJECTED	REJECTED
8	23654725	23655142	1	Yes	no	106	6	No_overlap	no	418	ACCEPTED	ACCEPTED
12	89123076	89303289	-1	Yes	no	106	21	No_overlap	no	180214	ACCEPTED	ACCEPTED
5	104612367	104613208	1	Yes	no	106	0	No_overlap	no	842	ACCEPTED	REJECTED
2	3046961	3047141	1	Yes	no	106	12	No_overlap	no	181	ACCEPTED	ACCEPTED
2	105635721	105735480	-1	Yes	no	107	6	LTRs	no	99760	ACCEPTED	ACCEPTED
9	90508942	90517836	-1	Yes	no	107	5	No_overlap	no	8895	ACCEPTED	ACCEPTED
1	154157484	154183029	1	No	no	107	0	No_overlap	yes	25546	REJECTED	REJECTED
20	63167151	63180715	-1	Yes	yes	107	0	No_overlap	no	13565	ACCEPTED	REJECTED
5	79547838	79548759	1	Yes	no	107	3	No_overlap	no	922	ACCEPTED	ACCEPTED
14	70682440	70695480	-1	Yes	no	107	4	Type_I_Transposons/LINE	no	13041	ACCEPTED	ACCEPTED
X	28043334	28051352	1	Yes	no	107	0	LTRs	no	8019	ACCEPTED	REJECTED
19	42402214	42485134	1	Yes	no	107	13	No_overlap	no	82921	ACCEPTED	ACCEPTED
4	55158521	55174307	1	Yes	no	107	0	Type_I_Transposons/SINE	no	15787	REJECTED	REJECTED
12	26114813	26115106	1	Yes	no	107	0	No_overlap	no	294	ACCEPTED	REJECTED
9	106456554	106558471	1	Yes	yes	108	19	LTRs	no	101918	ACCEPTED	ACCEPTED
21	13848293	13897206	-1	Yes	no	108	5	LTRs	no	48914	ACCEPTED	ACCEPTED
17	28277338	28306093	-1	Yes	no	108	3	No_overlap	no	28756	ACCEPTED	ACCEPTED
14	71141870	71143118	-1	Yes	no	108	0	Type_I_Transposons/SINE,LTRs	no	1249	REJECTED	REJECTED
21	28874644	28875904	1	Yes	no	108	0	LTRs	yes	1261	REJECTED	REJECTED
1	75100960	75104578	1	Yes	no	108	12	No_overlap	no	3619	ACCEPTED	ACCEPTED
1	110130388	110132740	1	Yes	no	108	11	No_overlap	no	2353	ACCEPTED	ACCEPTED
11	1660355	1664496	-1	Yes	no	108	4	Type_I_Transposons/LINE	no	4142	ACCEPTED	ACCEPTED
15	36882533	36887905	-1	Yes	no	108	0	No_overlap	no	5373	ACCEPTED	REJECTED
3	195996416	196054693	1	Yes	no	108	0	No_overlap	yes	58278	REJECTED	REJECTED
10	81794606	81819362	-1	Yes	no	109	0	Type_I_Transposons/SINE,LTRs	no	24757	REJECTED	REJECTED
20	22719391	22744661	1	Yes	no	109	0	No_overlap	no	25271	ACCEPTED	REJECTED
10	96750358	96750503	-1	No	no	109	0	No_overlap	yes	146	REJECTED	REJECTED
18	78680230	78701117	-1	Yes	no	109	0	Type_I_Transposons/SINE	no	20888	REJECTED	REJECTED
2	62957492	63014589	-1	Yes	no	109	0	Type_I_Transposons/LINE	no	57098	ACCEPTED	REJECTED
2	23208361	23208459	-1	Yes	no	109	0	No_overlap	no	99	ACCEPTED	REJECTED
4	122602809	122603114	-1	Yes	no	109	3	No_overlap	no	306	ACCEPTED	ACCEPTED
8	66114394	66114561	1	Yes	no	109	0	No_overlap	no	168	ACCEPTED	REJECTED
11	63771184	63811829	-1	Yes	no	109	0	Type_II_Transposons,LTRs	no	40646	ACCEPTED	REJECTED
4	78983092	78986269	1	Yes	no	109	0	No_overlap	no	3178	ACCEPTED	REJECTED
2	62195287	62196575	-1	Yes	no	110	0	No_overlap	no	1289	ACCEPTED	REJECTED
5	171495082	171501892	1	Yes	no	110	0	No_overlap	no	6811	ACCEPTED	REJECTED
Y	19557977	19566981	-1	Yes	no	110	0	Type_I_Transposons/SINE	no	9005	REJECTED	REJECTED
15	74461975	74479059	1	Yes	yes	110	0	Type_I_Transposons/LINE	no	17085	ACCEPTED	REJECTED
2	60402211	60439280	-1	Yes	no	110	0	Type_II_Transposons,Type_I_Transposons/SINE	no	37070	REJECTED	REJECTED
2	170872102	170872504	1	Yes	no	110	10	LTRs	no	403	ACCEPTED	ACCEPTED
8	127841245	127855154	1	Yes	no	110	0	No_overlap	no	13910	ACCEPTED	REJECTED
6	109300546	109305961	1	Yes	no	110	0	No_overlap	no	5416	ACCEPTED	REJECTED
3	99171077	99173122	-1	Yes	no	110	10	Type_I_Transposons/LINE	no	2046	ACCEPTED	ACCEPTED
5	137810689	137814332	-1	Yes	no	110	7	Type_I_Transposons/SINE	yes	3644	REJECTED	REJECTED
10	91790374	91793425	-1	Yes	no	111	0	Type_I_Transposons/SINE	no	3052	REJECTED	REJECTED
9	65876673	65877065	-1	Yes	no	111	0	No_overlap	no	393	ACCEPTED	REJECTED
X	48158563	48160935	1	Yes	no	111	60	No_overlap	no	2373	ACCEPTED	ACCEPTED
17	43689690	43690565	-1	Yes	no	111	86	No_overlap	no	876	ACCEPTED	ACCEPTED
10	50625192	50631620	1	No	no	111	0	Type_I_Transposons/SINE	no	6429	REJECTED	REJECTED
5	107780933	107790008	1	Yes	no	111	0	LTRs	no	9076	ACCEPTED	REJECTED
2	200087103	200118780	1	Yes	no	111	0	Type_I_Transposons/LINE	no	31678	ACCEPTED	REJECTED
